Gender,Race,Count,Percent
Male,White,135261.35,0.8485679539245876
Male,Indigenous,6206.25,0.03893517892616384
Male,Black,6047.65,0.037940194937815065
Male,Hispanic,4719.1900000000005,0.02960604342985912
Male,Asian,959.5,0.006019464923207122
Female,White,5225.49,0.0327823384695879
Female,Hispanic,903.12,0.005665762544499027
Female,Black,77,4.830628442803006e-4
